Bank,Fiscal year,CET1 ratio,Cash and balances with central banks,Customer deposits,Debt securities issued / wholesale funding,Fee and commission expense,Fee and commission income,Impairment losses / credit loss expense,Interest expense,Interest income,Loan loss allowance,Loans and advances to customers (gross),Net interest income,Net profit,Operating expenses,Risk-weighted assets (RWA),Total assets,Total equity,Total operating income,asset_quality_value,asset_quality_type,asset_quality_ratio_label,year,roa,margin_proxy,cost_to_income,loans_to_assets,deposits_to_assets,loan_to_deposit,cost_of_risk,log_assets,loan_growth
SpareBank 1 SR-Bank,2024,18.01,119,204006,203389,116,2392,387,16298,23815,-1572,375678,7517,5193,3936,210950,479336,52637,10739,0.6,Stage3,Loans and financial liabilities in Stage 3 as a % of gross loans and financial commitments,2024,0.010833736669058864,0.01568211025251598,0.36651457305149454,0.7837466829113607,0.4256012483936112,1.8415046616275992,0.001030137511379426,13.080157091861881,0.3811640398380889
Svenska Handelsbanken,2015,21.2,202630,753855,1245367,1655,10975,-1597,15312,43052,-4816,1871283,27740,16343,18271,473132,2522133,128268,40336,0.21,Impaired,"Proportion of impaired loans, %",2015,0.00647983274474423,0.010998626955834605,0.45297005156683856,0.7419446159262815,0.2988958155656343,2.4822850548182345,-8.534251633772124e-4,14.740615530040381,NA
Svenska Handelsbanken,2016,25.1,199362,829336,1261765,1624,10780,-1724,12007,39950,-4643,1968265,27943,16245,18438,458787,2627580,136381,40763,0.16,Impaired,"Proportion of impaired loans, %",2016,0.006182494919279337,0.01063450018648338,0.4523219586389618,0.7490790004490824,0.3156273072561064,2.3733022562628414,-8.758983165376614e-4,14.781573828462886,0.05182647413565977
Svenska Handelsbanken,2017,22.7,226314,941967,1276595,1821,11539,-1683,12326,42092,-5159,2070920,27766,16102,18980,509032,2766977,141604,41674,0.13,Impaired,"Proportion of impaired loans, %",2017,0.005819347251531184,0.010034778026705679,0.4554398425877046,0.7484413495305526,0.34043181421457425,2.1985058924569545,-8.12682286133699e-4,14.83326594648298,0.05215507058246738
Svenska Handelsbanken,2018,16.8,317217,1008487,1394647,1936,12183,-881,17885,49171,-3801,2192893,31286,17357,20890,707579,2978174,142261,43770,0.22,Stage3,"Proportion of loans in Stage 3, %",2018,0.005828067802619995,0.010505094732544169,0.4772675348412154,0.7363213163502199,0.3386259499948626,2.174438540110086,-4.0175238828342284e-4,14.9068209189947,0.058897977710389515
Svenska Handelsbanken,2019,18.5,327958,1117825,1384961,2065,12762,-1045,22260,54395,-4568,2297171,32135,16925,21743,716462,3069667,159832,44564,0.22,Stage3,"Proportion of loans in Stage 3, %",2019,0.005513627373913848,0.010468562225153412,0.48790503545462705,0.7483453416934149,0.36415187706028046,2.0550363428980387,-4.5490736214239165e-4,14.937079644624811,0.04755270777005527
Svenska Handelsbanken,2020,20.3,397642,1229763,1310737,1835,12621,-781,13902,45508,-3457,2273069,31606,15588,23334,721403,3135288,171473,44248,0.21,Stage3,"Proportion of loans in Stage 3, %",2020,0.0049717920650351735,0.01008073261531317,0.52734586873983,0.7249952795405079,0.3922328666457435,1.8483797284517423,-3.435883380574897e-4,14.958231593858441,-0.010492035638618114
Svenska Handelsbanken,2021,19.4,291584,1286637,1353768,1446,12904,-43,6441,35832,-3178,2417007,29391,19543,19843,773158,3346764,181731,43347,0.22,Stage3,"Proportion of loans in Stage 3, %",2021,0.005839372002328219,0.008781915904437838,0.4577710106812467,0.7221922430144462,0.38444210586704053,1.8785461633700882,-1.779059804129653e-5,15.023504466802164,0.06332319872383985
Svenska Handelsbanken,2022,19.6,475868,1325061,1474801,1296,12399,-47,30797,67407,-2454,2471778,36610,21470,21296,810144,3453716,196030,50249,0.18,Stage3,"Proportion of loans in Stage 3, %",2022,0.0062164926125946665,0.010600176737172368,0.42380942904336405,0.7156865243117848,0.3836624088373219,1.8654069510762146,-1.901465261038815e-5,15.054961310799248,0.022660670821391893
Svenska Handelsbanken,2023,18.8,476171,1298480,1523481,1421,12559,-141,112227,159805,-2395,2436612,47578,29114,23182,836790,3537792,205085,62249,0.24,Stage3,Proportion of loans in Stage 3,2023,0.008229426715872498,0.013448501212055429,0.37240758887692976,0.6887380603495061,0.36703118781432037,1.8765109974739695,-5.7867235325115365e-5,15.079013361696658,-0.014227005823338468
Svenska Handelsbanken,2024,18.8,529995,1310739,1550027,1526,13252,601,124284,171125,-1608,2373695,46841,27456,25209,825457,3539173,210027,62345,0.31,Stage3,Proportion of loans in Stage 3,2024,0.0077577445352346435,0.013235012812315193,0.4043467800144358,0.6706919949943109,0.37035177427042987,1.8109593137916855,2.531917537847112e-4,15.079403641998322,-0.025821509538654475
Swedbank,2015,24.1,186312,748271,826535,5384,16583,594,11990,34983,3381,1417322,22993,15727,16333,389098,2148855,123342,37624,0.4,Impaired,"Share of impaired loans, gross, %",2015,0.007318781397534967,0.010700117039074298,0.43411120561343824,0.6595707946790267,0.34821846983626165,1.8941292660012214,4.191002468034787e-4,14.580445700104857,NA
Swedbank,2016,25,121347,792924,841673,4678,16011,1367,9256,33728,3755,1511002,23664,19539,16441,394135,2154203,129705,41635,0.52,Impaired,"Share of impaired loans, gross, %",2016,0.009070175837653183,0.010985037157593783,0.39488411192506306,0.7014204325219118,0.36808230236426187,1.9056075992150572,9.046976774352383e-4,14.582931375526192,0.06609648336792917
Swedbank,2017,24.6,200371,855609,844204,5336,17366,1285,8382,34494,3886,1539084,24595,19350,16415,408351,2212636,133572,42438,0.55,Impaired,"Share of impaired loans, gross, %",2017,0.008745225152261827,0.011115700910588095,0.386799566426316,0.6955884293666017,0.38669216265124495,1.7988169829910625,8.349121945260947e-4,14.609695122901638,0.018585018418241672
Swedbank,2018,16.3,163161,920750,804360,6131,18967,521,9600,37045,6023,1593511,25228,21162,16835,637882,2246092,137609,44222,0.69,Stage3,"Share of Stage 3 loans, gross, %",2018,0.009421697775514094,0.011231953098982589,0.3806928678033558,0.7094593631961648,0.40993423243571503,1.730666304642954,3.2695099061129797e-4,14.624702375151324,0.03536324203227381
Swedbank,2019,17,195286,954013,855754,6488,19472,1469,9381,35370,6679,1612154,25989,19697,19984,649237,2408228,138633,45960,0.82,Stage3,"Share of Stage 3 loans, gross, %",2019,0.008179042848102423,0.010791752275947294,0.43481288076588337,0.6694357843194249,0.3961472917016163,1.689865861366669,9.112032721439763e-4,14.694401765313946,0.011699323067114076
Swedbank,2020,17.5,293811,1148240,732814,6706,19476,4334,6938,33791,8178,1649080,26853,12929,24560,689594,2594642,155193,45676,0.62,Stage3,"Share of Stage 3 loans, gross, %",2020,0.0049829610404826565,0.010349404657752399,0.5377003240213679,0.6355713042492953,0.44254274770854707,1.4361805894238138,0.0026281320493851115,14.76895910745431,0.022904759718984646
Swedbank,2021,18.3,360153,1265783,735917,7554,22407,170,4107,30364,5666,1708220,26257,20871,20847,707753,2750617,161696,46890,0.37,Stage3,"Share of Stage 3 loans, gross, %",2021,0.0075877521297948785,0.009545858256529352,0.44459373000639796,0.6210315721890761,0.46018147928264824,1.3495362159232664,9.951879734460433e-5,14.82733580811336,0.03586242025856845
Swedbank,2022,17.8,365992,1305948,784206,8160,22383,1479,12141,45298,6023,1848834,33157,21877,21415,809438,2854876,176092,53221,0.31,Stage3,"Share of Stage 3 loans, gross, %",2022,0.0076630298478813095,0.011614164678255727,0.40237876026380565,0.647605710370608,0.4574447366540613,1.4157026160306536,7.999636527670954e-4,14.864538967554596,0.08231609511655402
Swedbank,2023,19,252994,1234262,728548,8732,23820,1674,51438,102372,7132,1819043,50933,34128,24100,847121,2855519,198790,73057,0.43,Stage3,"Share of Stage 3 loans, gross, %",2023,0.011951592687704057,0.017836687481330014,0.3298794092284107,0.6370271043547601,0.4322373621047522,1.4737900056876092,9.202641169010298e-4,14.864764170890869,-0.016113399039610954
Swedbank,2024,19.8,325604,1288609,758199,9352,26067,-268,61353,110621,6250,1805964,49267,34869,25376,871902,3009697,218901,74104,0.65,Stage3,"Share of Stage 3 loans, gross, %",2024,0.01158555163526428,0.01636942190526156,0.34243765518730435,0.6000484434147357,0.42815240205243255,1.4014833048659445,-1.483971995012082e-4,14.917349967206226,-0.0071900444354531245
UniCredit,2015,10.59,10303.334,449790.439,134477.901,1599.083,9417.551,-4081.168,7859.847,19518.305,43256.831,517255.352,11658.458,1694.24,15520.616,390598.859,860433.441,50086.743,22405,15.42,Other,as a percentage of total loans,2015,0.0019690541060688503,0.013549517539032982,0.692730015621513,0.6011567279380068,0.5227486724333393,1.1499918787735726,-0.007890044992709906,13.665191542426554,NA
UniCredit,2016,8.15,13857.831,452419.189,115435.5,1193.19,6778.422,-11929.784,5657.789,15964.8,33538.134,478145.616,10307.011,-11790.094,16842.13,387135.931,859532.774,39335.55,18056.796,11.78,Other,as a percentage of total loans,2016,-0.013716863808616097,0.011991411278053256,0.9327308122659193,0.5562854965667662,0.5263547856291516,1.0568641375642445,-0.024950106412771126,13.664144234549841,-0.07561011374513538
UniCredit,2017,13.73,64493.411,462895.261,98602.632,1271.029,7663.454,-2090.607,4461.65,14759.711,29255.054,476981.967,10298.061,5473.075,12709.267,356100.221,836789.724,59330.617,18146.028,10.15,Other,as a percentage of total loans,2017,0.006540561915408989,0.012306629377298614,0.7003883714937507,0.5700141305750547,0.5531799061624232,1.0304317351825298,-0.004382989598430667,13.637328092102672,-0.0024336707502092825
UniCredit,2018,12.07,30991,478988,81153,895,7651,-2619,3501,14357,25824,497663,10856,3892,10698,370.18,831469,55841,19723,7.67,Other,Group Gross NPEs Ratio,2018,0.004680872046943422,0.013056409800004571,0.5424124119048827,0.5985346417004122,0.5760743936334367,1.0389884506501206,-0.005262597380154844,13.630949294899683,0.04335810246679617
UniCredit,2019,13.22,17305,472967,96301,1288,7606,-3489,4521,14793,19055,501628,10272,3373,12061,378718,855647,61416,18142,5.04,Other,TOTAL NON-PERFORMING (as a percentage of total loans),2019,0.00394204619428339,0.012004950639691368,0.66481093594973,0.5862557807133082,0.552759490771311,1.0605983081272055,-0.006955353369429138,13.659613186892983,0.00796723887449935
UniCredit,2020,15.1,101707,498440,102524,1.15,7651,-4996,3527,12968,16853,467403,9441,-2785,9805,325665,931456,59507,17140,4.5,NPL,non-performing loans as a percentage of total loans to customers,2020,-0.002989942627456369,0.010135744468874537,0.5720536756126021,0.501798259928542,0.5351192112134121,0.9377317229756842,-0.010688848809271656,13.744504232266703,-0.0682278501200092
UniCredit,2021,15.03,148879,476761,88103,1148,7858,-1634,3111,12236,13158,450702,9125,1.54,9797,321992,916712,61452,17954,3.61,Other,as a percentage of total loans (TOTAL NON-PERFORMING),2021,1.6799169204722966e-6,0.009954053181369939,0.5456722735880584,0.49165059473422407,0.5200771889099303,0.9453415862455192,-0.003625455400686041,13.728548634297264,-0.03573147797510923
UniCredit,2022,16.68,103805,511925,84207,1418,8105,-2031,5715,16339,11658,467439,10624,6473,9560,308466,857773,63497,20343,2.68,Other,as a percentage of total loans (TOTAL NON-PERFORMING),2022,0.007546285555735608,0.012385561214913503,0.46994052008061743,0.5449448746929549,0.5968070806612006,0.9131005518386482,-0.0043449519616463326,13.66209477470104,0.03713540210604793
UniCredit,2023,16.14,54082,497394,89845,1643,8247,-661,19571,33919,11695,439648,14348,9507,9471,284548,784974,64079,23843,2.66,NPL,ratio of gross non-performing loans to total loans,2023,0.012111229161730198,0.018278312402703785,0.3972235037537223,0.5600796969071588,0.6336439168685842,0.8839029019248322,-0.0015034755076788703,13.573405875196924,-0.05945374690601346
UniCredit,2024,15.96,41442,468693,97719,1518,9334,-746,7878,22236,11048,418378,14358,9719,9405,277093,785348,64887,24844,2.6,Other,Gross NPEr,2024,0.012375405552697658,0.018282341076821994,0.37856222830462083,0.5327294396878836,0.5967965793508101,0.892648279364104,-0.001783076548002046,13.573882210632677,-0.04837961278113401
