Bank,Fiscal year,CET1 ratio,Cash and balances with central banks,Customer deposits,Debt securities issued / wholesale funding,Fee and commission expense,Fee and commission income,Impairment losses / credit loss expense,Interest expense,Interest income,Loan loss allowance,Loans and advances to customers (gross),Net interest income,Net profit,Operating expenses,Risk-weighted assets (RWA),Total assets,Total equity,Total operating income,asset_quality_value,asset_quality_type,asset_quality_ratio_label,year,roa,margin_proxy,cost_to_income,loans_to_assets,deposits_to_assets,loan_to_deposit,cost_of_risk,log_assets,loan_growth,country,internet_banking,internet_frequent,internet_purchases,post2020,z_banking,z_freq,z_purchases,digital_index_2,digital_index_3,gdp_growth,unemployment,inflation,policy_rate
Belfius Bank,2016,16.1,5111.05,74138.507,23981.43,117.639,625.109,-115.969,2039.969,3983.201,NA,91291.721,1943.232,535.229,1366.281,46554,176720.926,9011.72,2259.271,2.54,Other,Asset quality ratio(2),2016,0.0030286679235712,0.0109960492171708,0.6047441851818572,0.5165869320988054,0.4195230790042374,1.231367135569644,-0.00127031234299986,12.08232707800784,0.02902504932723282,Belgium,64.48,74.14,46.35,0,0.25423836374882697,-0.00772251396976749,0.05187440125217216,0.12325792488952972,0.09946341701041056,1.2,7.9,1.8,-0.3795081967213115
Belfius Bank,2017,15.9,10236.669,76274.483,22027.063,168.809,721.472,-33.013,1609.627,3561.1,-1534.216,91519.456,1951.473,605.502,1368.608,50615,167959.201,9521.408,2354.682,1.99,Other,Asset quality ratio(2),2017,0.00360505406309952,0.01161873233726564,0.5812283781844003,0.544890994093262,0.4541250645744617,1.1998698962010663,-3.607211126779424e-4,12.031476377701797,0.00249458546191716,Belgium,66.63,76.2,48.55,0,0.2352177087079819,-0.0048999106372435,0.00286726603720908,0.11515889903536916,0.07772835470264915,1.5,7.2,2.2,-0.4
Belfius Bank,2018,16,8314.303,79661.31,26686.872,178.71,734.366,-66.397,1527.831,3399.369,-1483.775,90786.221,1871.539,649.028,1425.792,51039,164165.152,9959.623,2361.189,2.05,Other,Asset quality ratio(3),2018,0.00395350652737799,0.0114003427475278,0.6038449272802813,0.5530176160650709,0.4852510354938178,1.1396526243417289,-7.313554773912222e-4,12.00862822448767,-0.00801179368898352,Belgium,68.74,82.17,49.02,0,0.2731692642245761,0.330558653647708,-0.05304965836465473,0.30186395893614204,0.18355941983587645,1.9,6,2.3,-0.4
Belfius Bank,2019,15.6,6715.928,85449.91,27654.505,176.873,756.445,-111.438,1541.463,3441.636,-1515.89,94907,1900.173,667.496,1452.379,56398,172439.465,10506,2488.587,1.96,Other,Asset quality ratio(2),2019,0.00387090043453799,0.01101936264995951,0.5836159234135676,0.5503786502701108,0.4955356942217375,1.110674077948122,-0.0011741810403869,12.057801526327845,0.04538991660419467,Belgium,71.18,84.58,54.61,0,0.25048138806153475,0.29400960374016344,0.06499477197484602,0.2722454959008491,0.20316192125884808,2.4,5.5,1.3,-0.42876712328767125
Belfius Bank,2020,17.11,25433.799,95268.309,24402.198,169.319,810.261,-453.133,1361.293,3352.799,-1827.928,98639.836,1991.506,531.615,1464.919,59322,187991.433,10733.397,2613.649,2.02,Other,Asset quality ratio,2020,0.00282786822525045,0.01059359976260194,0.5604880379882685,0.524703889033071,0.5067694175191483,1.035389806278602,-0.00459381339604011,12.144151671624844,0.03933151400845025,Belgium,75.3,84.48,64.64,1,0.3116900682413219,0.01211176112661556,0.37276549447864227,0.16190091468396872,0.2321891079488599,-4.8,5.8,0.4,-0.5
Belfius Bank,2021,16.37,31640.347,104343.587,23145.353,184.745,942.249,1.361,1356.009,3357.376,-1765.512,103306.489,2001.367,934.964,1477.125,65095,192150.543,11492.748,2703.276,1.95,Other,Asset quality ratio,2021,0.00486578900794467,0.01041561979869086,0.5464203433167757,0.5376330838679961,0.5430304040306563,0.9900607403883864,1.317439023602864e-5,12.166034421906248,0.04731002391366523,Belgium,75.26,86.2,66.13,1,0.2341225531721699,0.09986214244836034,0.1602274524834703,0.16699234781026512,0.1647373827013335,6.3,6.3,3.2,-0.5
Belfius Bank,2022,16.55,27295.434,108405.724,25928.567,192.643,982.858,-105.689,1640.45,3720.738,-1802.342,111146,2080.288,974.711,1620.005,64796,179465.679,11620.652,2982.353,1.82,Other,Asset quality ratio(2),2022,0.00543118330719936,0.01159156453530036,0.5431969320868455,0.6193161869128191,0.6040471058535933,1.0252779641045522,-9.509024166411746e-4,12.097739265286164,0.07588594942956584,Belgium,79.51,88.65,62.6,1,0.37931008518525783,0.1956667645461202,0.03071932930839942,0.28748842486568904,0.20189872634659248,4,5.6,10.3,0.011643835616438355
Belfius Bank,2023,15.95,20487.14,104000.435,36017.933,201.362,980.274,-109.211,4442.285,6868.486,1836,115778,2426.201,1114.538,1538.166,69504,179179.352,12219.362,3140.888,1.95,Other,Asset quality ratio(2),2023,0.006220236804964,0.01354062827507044,0.4897232884458153,0.6461570415769781,0.5804264489136002,1.113245343637265,-9.432793795021506e-4,12.096142549669976,0.04167491407697987,Belgium,79.6,89.75,64.97,1,0.257612759107008,0.08872798066969062,0.02406533660823128,0.1731703698883493,0.12346869212830996,1.7,5.5,2.3,3.3075342465753423
Belfius Bank,2024,15.39,22259.583,108662.704,41453.201,222.753,1053.855,-133.294,5795.913,8135.464,-1788.617,125413,2339.551,1126.872,1612.971,75113.7,187457.435,12833.333,3259.288,1.92,Other,Asset quality ratio,2024,0.00601134865629629,0.01248043855929214,0.4948844655642582,0.6690212100683016,0.5796660132472207,1.154149449474403,-0.00106284037539967,12.141307085287842,0.08321960994316702,Belgium,83.34,92.55,65.33,1,0.36769739399927515,0.29290072335141004,-0.11493635507824763,0.3302990586753426,0.18188725409081252,1.1,5.7,4.3,3.73224043715847
CaixaBank,2015,12.9,5771.567,186107.039,32414.786,143.395,2156.832,-2516,4020.418,8373.068,9171.536,211903.981,4352.65,816.502,4606,143311.653,344255.475,25204.55,7726,7.9,NPL,non-performing loan ratio (including non-performing contingent liabilities),2015,0.0023717908916336,0.01264366238474493,0.5961687807403573,0.6155428058188472,0.5406073469129286,1.1386134674895343,-0.01187330218208595,12.749139320603865,NA,Spain,39.37,64.25,32.07,0,-0.6336226421381849,-0.5516251277432639,-0.6591952056392227,-0.5926238849407244,-0.6148143251735572,4.1,22.1,-0.6,-0.2063013698630137
CaixaBank,2016,13.2,13259.957,217123,31996,171.657,2261.91,-1069,2596.196,6753.052,6689.705,204857,4156.856,1054.935,4116,134863.962,347927.262,23555.562,7827,6.9,NPL,NPL ratio,2016,0.00303205616580858,0.01194748573625713,0.5258719816021464,0.5887926080365614,0.624047103270683,0.9435066759394444,-0.00521827421079094,12.759748719668083,-0.03325553850732044,Spain,43.15,66.79,34.9,0,-0.5898707153974634,-0.6089238351675583,-0.6042238576000244,-0.5993972752825109,-0.6010061360550154,2.9,19.6,-0.3,-0.3795081967213115
CaixaBank,2017,12.7,20155.318,196611,28691,261.18,2759.849,-799,NA,NA,7135,223951,4746,1684,4577,148940,383186.163,24683.281,8222,6,NPL,NPL ratio,2017,0.00439473071474138,0.01238562468655738,0.5566772074920944,0.5844443814115491,0.5130952497363533,1.139056309158694,-0.00356774472987394,12.856276215345474,0.09320648061818736,Spain,46.18,68.98,40.02,0,-0.5824757709413354,-0.6063149422524767,-0.48918273166185633,-0.594395356596906,-0.5593244816185562,2.9,17.2,2,-0.4
CaixaBank,2018,11.8,19158.213,210465.352,29453,315.043,2898.386,-567,2038.598,6945.498,6014,224693,4906.9,1984.647,4658,145942.433,386622.25,24058.445,8767,4.7,NPL,NPL ratio (loans + contingent liabilities),2018,0.00513329742403599,0.01269171652692001,0.531310596555264,0.5811693455304241,0.5443694769248278,1.0676009037345016,-0.00252344309791582,12.86520339712664,0.00331322476791795,Spain,48.66,72.08,43.46,0,-0.5728190327652302,-0.5997239691610081,-0.3845705647201723,-0.5862715009631192,-0.5190378555488036,2.4,15.3,1.7,-0.4
CaixaBank,2019,12,15110,221079,33648,342,2940,-425,2104,7055,4863,227406,4951,1705,5750,147880,391414,25151,8605,3.6,NPL,NPL ratio,2019,0.00435600157378121,0.01264901102157817,0.6682161533991865,0.5809858615174726,0.5648213911612768,1.028618729051606,-0.00186890407465062,12.877521102338653,0.01207425242441906,Spain,54.88,77.61,46.93,0,-0.4618013625347121,-0.3950172543921945,-0.4011253834239949,-0.42840930846345326,-0.4193146667836338,2,14.1,0.8,-0.42876712328767125
CaixaBank,2020,13.6,51611,245167,35813,335,2911,-1943,1864,6764,5755,243924,4900,1381,4579,144073,451520,25278,8410,3.3,NPL,NPL ratio,2020,0.00305855776045357,0.01085223245924876,0.5444708680142687,0.5402285613040397,0.5429814847625797,0.9949299864989988,-0.00796559584132762,13.020374947646586,0.07263660589430354,Spain,62.1,83.07,53.82,1,-0.2864040744285442,-0.14498173407942816,-0.2707394059744006,-0.21569290425398616,-0.234041738160791,-10.9,15.5,-0.3,-0.5
CaixaBank,2021,13.1,104216,392479,53684,424,4129,-897,1917,7892,8625,352951,5975,5229,8049,215500,680036,35425,10274,3.6,NPL,Non-performing loan ratio,2021,0.00768929880182813,0.00878629954884741,0.7834339108429044,0.5190181108058985,0.5771444452940727,0.8992863312432002,-0.00254142926355216,13.429901016927426,0.44697118774700306,Spain,65.16,85.83,55.22,1,-0.26889743531136373,0.05526626910791344,-0.5251366068363928,-0.10681558310172516,-0.2462559243466144,6.7,14.9,3,-0.5
CaixaBank,2022,12.8,20522,393060,52608,396,4406,-982,2317,9233,7867,361323,6916,3149,6070,215103,592234,34262,11594,2.7,NPL,NPL Ratio (loans and contingent liabilities),2022,0.00531715504344566,0.011677816538733,0.5235466620665862,0.6101017503216634,0.6636903656325034,0.9192566020454892,-0.00271778989989566,13.291657106037698,0.02372000645982019,Spain,69.6,87.11,55.26,1,-0.14242709681311308,-0.0623965047645816,-0.4547978221928101,-0.10241180078884736,-0.2198738079235016,6.4,13,8.3,0.011643835616438355
CaixaBank,2023,12.4,37861,396761,56755,379,4037,-1225,8110,18223,7665,354098,10113,4818,5812,228428,607167,36339,14231,2.7,NPL,Non-performing loan ratio,2023,0.00793521387031903,0.01665604355967962,0.4084041880401939,0.5831970446351663,0.6534627211294421,0.8924717903221335,-0.00345949426429971,13.316559155760574,-0.01999595929403885,Spain,71.45,89.98,55.85,1,-0.195823660562381,0.13005334152954676,-0.5977829613484545,-0.03288515951641713,-0.22118442679376293,2.5,12.2,3.4,3.3075342465753423
CaixaBank,2024,12.2,49804,424238,56563,NA,NA,-1056,9796,20904,7016,361214,11108,5787,6108,237969,631003,36865,15873,2.6,NPL,Non-performing loan ratio,2024,0.009171113291062,0.01760371979214045,0.3848043848043848,0.5724441880624973,0.6723232694614764,0.8514418793224557,-0.00292347472689319,13.35506589587021,0.02009613157939327,Spain,74.96,91.54,56.7,1,-0.13265766139414056,0.091414128001103,-0.7332829870375309,-0.02062176669651878,-0.25817550681018947,3.5,11.4,2.9,3.73224043715847
Commerzbank,2015,13.8,28509,257615,40605,643,4067,-696,5837,11616,4192,222737,5779,1062,7157,198200,532641,30407,9762,1.6,NPL,NPL ratio (%),2015,0.00199383825127994,0.01084970927885761,0.7331489448883426,0.4181747180558763,0.48365597090723395,0.8646119208896997,-0.00312476149000839,13.185602930247764,NA,Germany,50.98,75.43,63.84,0,-0.1853696550102824,0.320930086595589,1.19766315936293,0.06778021579265332,0.44440786364941226,1.7,4.4,0.7,-0.2063013698630137
Commerzbank,2016,13.9,34802,250920,38494,625,3837,-900,4771,9848,3934,216518,5077,279,7100,190500,480450,29640,9399,1.6,NPL,NPL ratio (%),2016,5.807055885107712e-4,0.01056717660526589,0.7553995105862326,0.45065667603288584,0.5222603808929129,0.8628965407301132,-0.00415669828836401,13.082478443705414,-0.0279208214171871,Germany,52.97,77.79,64.4,0,-0.2012560338589463,0.2908332441760749,1.08616030276153,0.04478860515856431,0.3919125043595529,2.2,3.9,0.4,-0.3795081967213115
Commerzbank,2017,14.9,55733,248995,43369,745,3923,-781,4222,8423,3337,224083,4201,156,7079,171369,452493,30041,9163,1.3,NPL,NPL ratio (%)4,2017,3.447567144685111e-4,0.00928412152232189,0.7725635708828986,0.49521871056568834,0.5502737058915829,0.8999497981887187,-0.00348531570891143,13.022527572389205,0.03493935839052642,Germany,55.56,79.48,66.3,0,-0.20741636560585375,0.2683191064954388,1.026769664531748,0.0304513704447925,0.3625574684737777,2.8,3.5,1.7,-0.4
Commerzbank,2018,12.9,53914,253113,45524,662,3751,-446,3922,8670,2493,231463,4748,865,6879,180500,462369,29411,8570,0.9,NPL,NPL ratio (%)4,2018,0.00187080016177555,0.0102688545296073,0.802683780630105,0.5006023327688491,0.5474264061820754,0.9144650808137076,-0.00192687384160751,13.04411855257043,0.03293422526474554,Germany,58.84,83.54,67.85,0,-0.14392655949051728,0.4568705657634607,1.0697090946343364,0.1564720031364717,0.4608843669690933,1.1,3.2,1.9,-0.4
Commerzbank,2019,13.4,41164,265048,43182,650,3706,-620,3702,8776,2546,250735,5074,644,6313,181765,463636,30667,8643,0.9,NPE,NPE ratio (%)3,2019,0.00138902069727113,0.01094393015210208,0.7304176790466274,0.5408014045501213,0.5716726052334159,0.945998460656183,-0.00247273017329052,13.04685504058215,0.08326168761313912,Germany,61.1,85.11,71.01,0,-0.189997760773445,0.3464033246598407,1.060355520482788,0.07820278194319785,0.4055870281230612,1,2.9,1.4,-0.42876712328767125
Commerzbank,2020,13.2,75603,281104,44069,592,3909,-1748,2610,7585,3611,254570,4975,-2870,6160,178581,506916,28600,8186,1,NPE,NPE ratio (%)3,2020,-0.00566168753797473,0.00981424930363216,0.7525042755924749,0.5021936573317868,0.5545376354267768,0.9056078888952132,-0.0068664807322151,13.136100588373422,0.01529503260414388,Germany,64.91,88.08,75.03,1,-0.15908251829958045,0.4132015361207661,0.990696725135492,0.1270595089105928,0.4149385809855593,-4.1,3.6,0.4,-0.5
Commerzbank,2021,13.6,49507,261965,39352,639,4255,-570,2419,7268,3443,260121,4849,430,6239,175188,473044,29827,8459,0.9,NPE,NPE ratio (%),2021,9.09006350360643e-4,0.01025063207650874,0.7375576309256413,0.549887536888746,0.5537856943540136,0.9929608917221766,-0.00219128790063086,13.066943686403487,0.0218053973366854,Germany,50.35,81.77,69,1,-1.0064940718896929,-0.43408304376293055,0.3405202893531322,-0.7202885578263117,-0.3666856087664971,3.9,3.6,3.2,-0.5
Commerzbank,2022,14.1,75233,299455,37982,675,4194,-876,3873,10332,3704,264374,6459,1435,5844,168700,477438,30905,9461,1.1,NPE,NPE-ratio (%),2022,0.00300562586136838,0.01352845814535081,0.6176936898847902,0.5537347257654397,0.6272123291401187,0.8828505117630362,-0.00331348771059181,13.07618958754066,0.01635008323049658,Germany,48.58,85,66.23,1,-1.2490785161476985,-0.4159766984305416,0.2708320350235753,-0.83252760728912,-0.46474105985155495,1.8,3.1,8.7,0.011643835616438355
Commerzbank,2023,14.7,28413,349195,46580,730,4116,-618,9895,18263,3872,273453,8368,2224,6006,175100,517166,33009,10461,0.8,NPE,NPE-ratio (%),2023,0.00430036003913637,0.01618049137027569,0.5741324921135647,0.528752856916348,0.6752087337527989,0.7830954051461217,-0.00225998617678357,13.156119185126542,0.03434150105532319,Germany,57.22,86.3,67.52,1,-0.9875292129421864,-0.5311524322281413,0.1979373936026992,-0.7593408225851639,-0.4402480838558762,-0.9,3.1,6,3.3075342465753423
Commerzbank,2024,15.1,73001,366978,53544,821,4459,-743,12884,21215,3134,286931,8331,2677,6244,173400,554646,35716,11107,1.1,NPE,NPE ratio (%),2024,0.00482650194899088,0.01502039138477515,0.5621680021607995,0.5173227608240211,0.6616436429722742,0.7818752077781229,-0.00258947273037768,13.22608535138564,0.0492881774930245,Germany,66.92,88,66.76,1,-0.6127119150174166,-0.6147864141178025,-0.01247567330515614,-0.6137491645676096,-0.4133246674801251,-0.5,3.4,2.5,3.73224043715847
Crédit Agricole Group,2015,13.7,39262,663135,167810,2765,11681,-3031,16257,36240,21430,761816,6043,6431,18786,509403,1698859,97421,31836,NA,NA,NA,2015,0.00378548190285362,0.0035570933196928,0.5900866943083302,0.44842803316814406,0.3903413997276996,1.1488098200215642,-0.00397865101284299,14.345467407216097,NA,France,58.28,67.84,49.43,0,0.09647761510459192,-0.2714396877185338,0.35544317070441495,-0.08748103630697093,0.06016036603015769,1.1,10.3,0.1,-0.2063013698630137
Crédit Agricole Group,2016,14.5,31254,693260,168071,2822,11592,-2412,15237,34373,21347,774010,4800,5172,19102,520963,1722849,103174,30427,3,Impaired,Impaired loans ratio,2016,0.00300200423832848,0.00278608281979442,0.6277976796923784,0.4492616590310584,0.4023916199272252,1.1164786660127513,-0.00311623880828413,14.359489873828672,0.01600648975605656,France,59.36,70.4,52.27,0,0.0516205257165246,-0.31363992094660237,0.3910972564840502,-0.1310096976150389,0.04302595375132414,0.9,10.1,0.3,-0.3795081967213115
Crédit Agricole Group,2017,14.9,54119,732420,177532,3438,13147,-1651,13734,33411,19958,834716,6500,7010,19699,521516,1763169,107736,32108,2.7,Impaired,Impaired loans ratio,2017,0.00397579585394253,0.00368654394445455,0.6135231095054192,0.4734180330983586,0.41539977166113967,1.139668496218017,-0.00197791823805941,14.38262331611648,0.07843051123370492,France,62.01,70.25,53.93,0,0.05048695682632687,-0.5005258715943959,0.3132106409048498,-0.2250194573840345,-0.04560942462107307,2.1,9.4,1.2,-0.4
Crédit Agricole Group,2018,15,70584,789835,198227,4153,13841,-1719,14594,33110,-19475,857505,NA,7369,20266,541770,1854763,112188,32839,2.41,Impaired,Impaired loan ratio(1),2018,0.00397301434199409,NA,0.6171320685769969,0.4623259144160197,0.42584146869438305,1.0856761222280602,-0.00200465303409309,14.433267483058076,0.0273015013489617,France,63.48,75.24,55.33,0,0.05156077606887993,-0.30837678501080606,0.32319079471148077,-0.12840800447096307,0.02212492858985154,1.6,9,2.1,-0.4
Crédit Agricole Group,2019,15.9,97135,855507,213366,4162,13721,-1757,15512,33509,-18991,932487,NA,7704,20088,559009,2010966,121534,33297,2.47,Impaired,Impaired loans to outstanding loans ratio(1),2019,0.00383099465629951,NA,0.6032975943778719,0.4637010272674923,0.4254209171114778,1.0899817301319568,-0.0018842085734171,14.514125761600429,0.08744205573145347,France,65.55,77.32,57.96,0,0.00445979997215588,-0.4236855167822071,0.26831541267616343,-0.2096128584050256,-0.05030343471129593,2,8.4,1.3,-0.42876712328767125
Crédit Agricole Group,2020,17.2,197792,963433,171796,3933,13376,-3651,12710,31500,-19585,985075,NA,5193,19921,562059,2217512,126474,33596,2.37,Impaired,Impaired loan ratio,2020,0.00234181370833618,NA,0.5929574949398738,0.4442253300094881,0.4344657435901136,1.0224634198745528,-0.00370631677791031,14.611896404650668,0.05639542427937338,France,NA,NA,NA,1,NA,NA,NA,NA,NA,-7.4,8,0.5,-0.5
Crédit Agricole Group,2021,17.54,241191,1044566,181705,4621,15371,-2193,11851,31634,-18946,1070539,NA,9101,21169,585441,2323557,133715,36822,2.02,Impaired,Impaired loan ratio on outstandings,2021,0.003916839569677,NA,0.5749008744772147,0.4607328333240802,0.44955471288201665,1.0248648721095652,-0.00204850080193248,14.658609759162369,0.08675887622769829,France,71.6,77.69,65.6,1,0.05184006229595833,-0.9258429443819064,0.12693295647618083,-0.437001441042974,-0.24902330853658905,6.9,7.9,2.1,-0.5
Crédit Agricole Group,2022,17.6,210804,1095758,219717,4961,15906,-2893,16739,37648,-20161,1147547,NA,8144,22564,574600,2379120,133791,38162,2.1,Other,non performing loans ratio,2022,0.00342311442886445,NA,0.5912688014255018,0.48234094959480817,0.4605728168398399,1.0472631730728863,-0.0025210296397446,14.682241229374888,0.07193385761751792,France,67.86,82.46,63.48,1,-0.2340338270529881,-0.8416135192416985,0.08892847008783565,-0.5378236731473433,-0.32890629206895033,2.7,7.3,5.9,0.011643835616438355
Crédit Agricole Group,2023,17.5,180723,1121942,253201,4188,16025,-2941,43143,63255,-19956,1144455,NA,9071,20186,609852,2467099,135620,36492,2.1,Other,non performing loans ratio,2023,0.0036767880008058,NA,0.5531623369505645,0.4638869376543057,0.4547616451548965,1.0200660996736015,-0.00256978212336876,14.71855352441852,-0.0026944430162773,France,72.41,84.08,65.78,1,-0.1424127448712631,-0.9300320022667458,0.0792952841241213,-0.5362223735690044,-0.3310498210046292,1.4,7.3,5.7,3.3075342465753423
Crédit Agricole Group,2024,17.2,9907,1392800,1392800,5108,15556,-3191,62569,78510,-21960,1356100,15941,8640,22729,610100,2601700,148800,38060,2.07,Impaired,Impaired loan ratio on outstandings,2024,0.00332090556174808,0.00612714763423915,0.5971886495007882,0.521236114847984,0.5353422762040204,0.9736502010338886,-0.0023530713074257,14.77167563548129,0.184930818599246,France,71.88,87.87,69.31,1,-0.31655904213539565,-0.6407203323312077,0.17023393405245352,-0.4786396872333017,-0.26234848013804996,1.2,7.4,2.3,3.73224043715847
DNB,2015,14.4,19317,944428,804928,3101,11963,-2270,22174,57532,11192,1549950,35358,24762,19910,1129373,2598530,190078,53993,0.76,Other,Net non-performing and doubtful loans and guarantees represented 0.76 per cent of the loan portfolio,2015,0.00952923383605346,0.01360692391467483,0.3687515048246995,0.5964718513929029,0.3634470258184435,1.6411521047660595,-0.00146456337301203,14.770456458486176,NA,Norway,90.37,88.66,61,0,1.3354473271575114,1.3534797722577545,1.0316739318965744,1.344463549707633,1.2402003437706135,2,4.7,2,1.05
DNB,2016,16,208263,934897,765869,3172,11452,-7424,18314,52424,15615,1519392,34110,19251,21333,1051498,2653201,206423,52163,1.49,Other,Net non-performing and doubtful loans and guarantees represented 1.49 per cent,2016,0.00725576388671646,0.01285616883153594,0.4089680424822192,0.5726637371235727,0.3523656895953228,1.6251972142385738,-0.0048861649923127104,14.791277393536827,-0.01971547469273205,Norway,91.23,92.27,60.88,0,1.3128374198746244,1.475240744984784,0.8844602266777105,1.3940390824297042,1.2241794638457062,1.3,4.9,3.9,0.55
DNB,2017,16.4,151595,971137,780247,3831,12279,-2428,18442,53865,12387,1548577,35422,21803,22593,1042601,2698268,216897,51140,0.98,Other,Net non-performing and doubtful loans and guarantees represented 0.98 per cent,2017,0.00808036859200049,0.01312768042314551,0.4417872506843958,0.5739151930052908,0.35991124677015035,1.5946019974524706,-0.00156789103803039,14.808120643655798,0.01920834123122938,Norway,92.34,91.6,62.08,0,1.263232347426024,1.277896694193032,0.783340474579807,1.2705645208095278,1.108156505399621,2.7,4.4,1.9,0.5
DNB,2018,16.4,155592,927092,801918,3925,13235,139,20838,57660,11617,1545180,36822,24282,22057,1077934,2634903,223966,50368,1.51,Stage3,"Net loans at amortised cost and financial commitments in stage 3, in % of net loans",2018,0.00921551950868779,0.01397470798735285,0.4379169313850064,0.5864276597658433,0.3518505235297087,1.6666954304427175,8.995715709496629e-5,14.784356927135804,-0.00219362679414714,Norway,93.12,93.43,64.27,0,1.3003203937371004,1.368713493372797,0.8562477916212515,1.3345169435549489,1.175093892910383,1.1,4,3,0.57
DNB,2019,18.6,304746,969557,870170,3768,13484,-2191,26147,65349,11609,1677441,39202,25721,23133,960691,2793294,242255,54857,1.09,Stage3,"Net loans and financial commitments in stage 3, per cent of net loans",2019,0.00920812488767741,0.01403432649767622,0.4216964106677361,0.6005243271921967,0.3471016656320459,1.7301107619252916,-0.00130615622248412,14.842732102545432,0.08559585291034044,Norway,95.23,94.81,67.08,0,1.301426182652929,1.3053072735671398,0.8218330972122869,1.3033667281100343,1.142855517810785,1.5,3.9,2.3,1.15
DNB,2020,18.7,283526,1105574,777829,3789,13289,-9918,16672,55296,15469,1707829,38623,19840,23401,967433,2918943,248396,56399,1.55,Stage3,"Net loans and financial commitments in stage 3, per cent of net loans",2020,0.0067969809619441,0.01323184454098624,0.41491870423234456,0.5850847378657275,0.3787583382066728,1.5447441781373297,-0.00580737298640554,14.88673212241024,0.01811568931485507,Norway,93.68,94.14,70.02,1,1.1444908517467876,1.0883693240275871,0.6927337351844988,1.1164300878871876,0.9751979703196244,-1.4,4.7,1.2,0.36
DNB,2021,19.4,296727,1247719,702759,3981,14992,868,8197,46887,11191,1708702,38690,25355,24034,973431,2919244,243912,55915,1.55,Stage3,"Net loans... in stage 3, in % of net loans",2021,0.00868546788141039,0.01325343136784729,0.42983099347223463,0.5853234604575706,0.4274116860392622,1.3694605916877118,5.079879347013113e-4,14.88683523661342,5.111752991664442e-4,Norway,96.13,95.36,80.68,1,1.2735311828406188,1.2039113310929237,1.0742555975892467,1.2387212569667712,1.1838993705075964,4.1,4.4,3.9,0.08
DNB,2022,18.3,309988,1396630,737886,3890,15343,272,31699,79992,12632,1920333,48294,32861,26510,1061973,3236431,259098,66115,1.25,Stage3,"Net loans... in stage 3, in % of net loans",2022,0.01015346843482836,0.01492199277537509,0.40096801028510926,0.5933489698992501,0.4315339953176817,1.3749761926924096,1.4164210061484128e-4,14.98998173741401,0.12385483249858664,Norway,95.84,96.3,80.82,1,1.239044513241099,1.4776044335245997,1.235913130446278,1.3583244733828497,1.3175206924039922,4.1,3.2,6.2,1.33
DNB,2023,18.2,331408,1422941,807928,3658,14772,-2649,99098,160645,8454,2005139,61547,39479,28620,1099949,3439724,269296,81697,1.17,Stage3,"Net loans... in stage 3, per cent of net loans at amortised cost",2023,0.01147737434747671,0.01789300536903542,0.35031886115769245,0.5829360146337322,0.41367883004566647,1.4091511875755918,-0.00132110541962427,15.050901793572638,0.0441621322968464,Norway,96.85,95.48,78.81,1,1.2173401504317891,1.1182684925260895,0.9677474028056584,1.1678043214789395,1.1011186819211791,0.4,3.6,5.7,3.54
DNB,2024,19.4,147944,1487763,854765,3832,16298,-1209,129364,193554,7766,2258637,64190,45804,30448,1121130,3614125,283325,86537,0.97,Stage3,"Net loans... in stage 3, per cent of net loans at amortised cost",2024,0.01267360702798049,0.01776086881333656,0.35184949790263126,0.6249471172137101,0.4116523363193027,1.5181430106811369,-5.352785773012662e-4,15.100360337250612,0.12642415313851063,Norway,96.8,95.41,80.5,1,1.1713703111347602,0.8634469240463439,0.9720066816334942,1.017408617590552,1.0022746389381996,1.4,4,2.8,4.5
Danske Bank,2015,16.1,76837,863474,1058450,4887,15566,-61,26333,59666,31412,1851658,33333,13123,24785,833594,3292878,160830,47086,2,NPL,NPL as percentage of total gross exposure,2015,0.00398526759873885,0.01012275583850965,0.5263772671282334,0.5623220781334747,0.26222471649420354,2.1444282051341443,-3.2943448520191093e-05,15.007272512387958,NA,Denmark,84.89,87.29,67.34,0,1.1238688284959344,1.246556637763638,1.4022273481418892,1.185212733129786,1.2575509381338206,2.1,6.3,0.2,-0.2063013698630137
Danske Bank,2016,16.3,53211,943865,1119244,5736,15883,-168,27289,59618,26156,1933030,32329,19858,24647,815249,3483670,166615,49836,1.6,NPL,NPL as percentage of total gross exposure,2016,0.00570031030493703,0.00928015569787035,0.49456216389758406,0.5548832122445582,0.27093984217793304,2.047994151706017,-8.691018763288723e-5,15.063596893754308,0.0439454802128687,Denmark,87.86,89.34,71.12,0,1.1794737257010193,1.2355781774868897,1.4712240843760942,1.2075259515939545,1.2954253291880011,3.1,6,0,-0.3795081967213115
Danske Bank,2017,17.6,82818,1046858,1163455,6749,17572,-1582,28631,58495,20749,1920032,29863,20900,25877,753409,3539528,168256,50582,1.2,NPL,Non-performing loans as a percentage of total gross exposure (%),2017,0.00590474210120671,0.0084370006396333,0.511585148867186,0.5424542481370398,0.29576203380789756,1.834090201345359,-8.239446009233179e-4,15.079503942886944,-0.00672415844554918,Denmark,89.77,91.36,68.82,0,1.1604708685654492,1.2579050587930798,1.172134962796888,1.2091879636792644,1.196836963385139,3.1,5.8,1.1,-0.4
